review,content_related,author,quality_and_appearance,manufacture_and_distribution,packaging_and_delivery,price_and_preference,customer_service,overall_experience
Nói về thực_tâm mình chẳng muốn nói gì hơn ngoài 2 từ Nghệ_Thuật Sự thành_công của một tác_phẩm không phải được mua nhiều bao_nhiêu hay tái_bản bao_nhiêu lần mà là quyển sách được đọc đi đọc lại bao_nhiêu lần Và ông ấy đã làm được ít_nhất là đối_với mình Để phân_tích một tác_phẩm mang chiều sâu của hay những tác_phẩm nghệ_thuật mang yếu_tố trừu_tượng thì đọc là một sự xúc_phạm và không cần_thiết Và mình tin ở những tác_phẩm sau sau sau sau nữa của có viết đi viết lại sáng_tác đi sáng_tác lại vẫn sẽ giữ mãi cái chất cái hồn như_vậy đối_với độc_giả yêu thích tác_phẩm của ông trân_trọng nó như một bức tranh nghệ_thuật,0,1,0,0,0,0,0,0
Hẹn giao vào thì giao luôn Chưa bao_giờ thất_vọng về dịch_vụ vận_chuyển của,0,0,0,0,1,0,0,0
Đóng_gói chắc_chắn giao hàng nhanh,0,0,0,0,1,0,0,0
Cốt_truyện cực hấp_dẫn Đáng để đọc lắm,1,0,0,0,0,0,0,1
Sách rất đẹp mới_cứng tốt bìa dày giấy đẹp chất_lượng 100 điểm,0,0,1,0,0,0,0,0
Nhóc nhà mình sau khi đọc xong bộ thì muốn đọc tiếp 3 quyển ngoại truyện này vì quá mê những gì liên_quan đến bộ truyện Mua sách của là lựa_chọn số 1 vì vừa rẻ vừa giao hàng nhanh Cám_ơn,1,0,0,1,1,1,0,0
Giao hàng rất nhanh mới đặt tối hôm_qua hôm_nay đã có hàng Hơi móp góc nhẹ nhưng chấp_nhận được Sách rất đẹp nhiều hình minh_hoạ không bị sơ_sài như quyển bản Việt may_mà quyển đó mình mua bản tiếng anh Giấy ngà bóng hình_như không phải giấy ngà tái_chế dễ bị ố như đọc rất thích mắt nói_chung là cực ưng cái bụng 3 Hồi lâu_lắc mình có mua mới có bản dịch đầu_tiên mỏng lét bìa mềm giờ cầm bản này trên tay thấy khác hẳn nội_dung cũng phong_phú hơn với các bình_luận rất,1,0,1,0,1,0,0,1
Là một nên mình không_thể kìm lòng trước quyển sách này Bìa_trong có chữ nhũ vàng nổi_bật trên nền đỏ rất đẹp và sang Ngoài_ra tranh vẽ minh_hoạ cũng rất chi_tiết và đẹp nữa,0,0,1,0,0,0,0,1
sách hay lắm luôn nội_dung tuyệt_vời và giống như thầy câu_chuyện chuyện kể về ba anh_em chắc_chắn là câu_chuyện tôi thích nhất trong số 5 câu_chuyện kể của,1,0,0,0,0,0,0,0
Nội_dung thì khỏi phải bàn rồi sách còn nguyên bao ni lông ở ngoài giao hàng nhanh mới đặt tối hôm trước mà chiều hôm sau đã có mình mua được lúc sách đang giảm_giá mạnh dịp Tết từ 22 12 05 01 thêm mã giảm_giá của nữa là còn có trăm mấy thôi mình rất vui hoàn_toàn hài_lòng,1,0,1,0,1,1,0,1
giao hành nhanh có áp_dụng mình đạt 1 quyển vào hôm_nay mai đã giao đến trong ngày hôm đố mình đạt tiếp quyển này thì sáng hôm_nay đã nhận được hàng cảm_ơn vì dịch_vụ rất vời mình đạt hộ bạn nên cũng không có ảnh chụp,0,0,0,0,1,0,1,0
cửa_hàng đóng_gói khá chắc_chắn đây là lần thứ 4 mình mua ở cửa_hàng rồi sách nhìn đẹp lắm,0,0,1,0,1,0,0,0
Giao hàng nhanh đóng_gói kỹ có bọc cho sách thì không cần phải nói mọi người cũng cảm_nhận được sức hút toát ra từ chính những chi_tiết và cốt_truyện đọc bao_nhiêu lần rồi mà vẫn cứ cuốn theo mạch không dứt được,0,0,1,0,1,0,0,0
Sách đóng_gói cẩn_thận cửa_hàng tặng kèm sổ_tay_giáo hàng nhanh,0,0,0,0,1,1,0,0
Sách đẹp giao hàng rất nhanh Chiều đặt_hàng chập_tối đã nhận được Cám_ơn rất nhiều,0,0,1,0,1,0,0,1
Cực_kỳ hài_lòng,0,0,0,0,0,0,0,1
Sách mới còn bọc ni lông nội_dung thì khỏi phải bàn được tặng kèm 1 cuốn sổ_tay bé bé xinh_xinh hoàn_toàn hài_lòng,1,0,1,0,0,1,0,1
Rất tốt,0,0,0,0,0,0,0,1
In_ấn đẹp tõ giao hàng quá nhanh tối đặt sáng đã giao rồi Ok phết,0,0,1,0,1,0,0,1
Truyện viết hài_hước dí_dỏm giải_quyết tình_huống kiểu thiếu_nhi châm_biếm sâu_cay bản_chất loài_người kiến_giải độc_đáo về khái_niệm Thiện_Ác Không phải hấp_dẫn kiểu tình_tiết lắt_léo hồi_hộp mà ở cái sự ngáo ngơ dễ_thương của các nhân_vật Bộ 4 Huỷ_diệt xuất_hiện như rồng leo kết_cục như mèo mửa Ngày Tận_Thế được giải_quyết bằng một_cách không_thể_nào nhẹ_nhõm và đơn_giản hơn Nói_chung đúng như lời cảnh_báo lầy_lội và khó đỡ,1,0,0,0,0,0,0,1
Bìa truyện được thiết_kế rất đẹp Sách in dày_dặn và được đóng_gói kĩ_càng Đã mua của Nhã_Nam nhiều lần Tuy là lần đầu_tiên mua trên nhưng mình hài_lòng,0,0,1,1,1,0,0,1
Đối_với mình đây là cuốn sách đáng đọc và đáng mua tình_tiết chuyện nhẹ_nhàng và mỗi lần cùng mèo Mướp qua được 1 vàn khó nhằn thì cũng khiến cho người đọc là mình được nhắc_nhở về việc đọc sách hay chút gì đó về cuộc_sống mà ta vô_tình lãng_quên và chắc_hẳn là mỗi chúng_ta cũng đang và đã gặp phải tình_huống như_vậy Kết_thúc chuyện mình cảm_thấy rằng đây là câu hỏi mà mỗi người đọc sách cần hỏi lại chính bản_thân mình liệu sách đối_với ta là gì Lý_do tìm đến sách Cách nào khiến sách có_thể không bị lãng_quên,3,0,0,0,0,0,0,1
Nội_dung thì mình không đánh_giá nữa vì đã có nhiều trên các trang nhóm rồi Sách thiết_kế bìa đẹp tiếp_nhận đơn nhanh đóng_gói và vận_chuyển phải nói là nhanh lắm luôn sao Khâu đóng_gói mà thêm ít miếng chống sốc vào thì yên_tâm hơn,3,0,1,0,2,0,0,1
Một quyển sách đọc khá thư_giãn Đưa ra nhiều bằng_chứng thực_tế của sách nói về sự lựa_chọn của người đọc cũng như các nhà_xuất_bản sách nội_dung có đoạn bắt xu_hướng khá điêu_luyện từ phía tác_giả,1,0,0,0,0,0,0,0
Cuốn này thì quá tốt rồi nổi rần_rần trên mạng mình cũng từ trên mạng mới mò đi mua á,0,0,0,0,0,0,0,1
Sách được bọc chống sốc kĩ_càng bị móp tí thôi không sao nè Giao tầm 3 ngày là nhận được Bìa xinh lắm kiểu thần_tiên nhiệm màu Mình có xem phim này do sản_xuất và rất mê nên phải mua sách về đọc mãi iu,0,0,1,1,1,0,0,0
giao hàng rất nhanh dù đang dịch nhưng lúc khui hàng thì hết_hồn mình đặt đều không có màng bọc gì hết nhưng cũng may là cả 3 không có_vẻ móp méo quá nghiêm_trọng cả vì mình không quá khó_tính cộng thêm mình mua được với giá khá rẻ nên chất_lượng có hơi 1 chút về nội_dung thì ai xem qua bản hoạt_hình được chuyển_thể bởi thì cũng có_thể đoán được tóm_lại vì cả về nội_dung thì mình rất ưng nên mình sẽ bỏ_qua thiếu_sót trong khâu đóng_gói mà đánh_giá 5 sao nhé nhưng lần sau khâu đóng_gói được chỉn_chu hơn thì mình mới thật_sự cảm_thấy hài_lòng khi được trải_nghiệm mua hàng trên,1,0,2,0,2,1,0,1
Tôi đã nhận được hàng Hàng được bộc chắc_chắn trong một bịch Bên ngoài còn được bọc một lớp giấy cứng để bảo_vệ sách không bị quá xóc gây móp méo góc sách Tôi rất ưng_ý khi nhận hàng Đặt hôm trước đến sáng hôm sau là có rồi Mọi người hãy đặt sách ngay nha,0,0,0,0,1,0,0,1
Một cuốn sách tuyệt_vời về tình_yêu sự chia_sẻ cảm_thông và tình bạn Phim đã đưa mình đến với truyện nhưng cuốn truyện này đã khiến mình đọc hết các cuốn còn lại của tác_giả Lâu_đài bay thực_sự đã xây_dựng hình_ảnh nhân_vật xuất_sắc Qua từng chương truyện mình thấy được sự trưởng_thành của từng nhân_vật Hiểu được những khúc_mắc chưa_thể giải_đáp được trong phim Và cái kết thật đẹp của câu_chuyện Đọc cả ba cuốn trong bộ truyện này của tác_giả mình thích nhất cuốn này Cảm_ơn đã giao hàng hàng siêu nhanh sách siêu đẹp,1,0,1,0,1,0,0,0
giao hàng rất nhanh nội_dung sách khỏi phải bàn chất_lượng giấy và in_ấn cũng rất tốt Tuy_nhiên mình hơi thất_vọng vì hàng KHÔNG HỀ ĐƯỢC BỌC gì cả một màng nhỏ cũng không để trơ trong hộp cạc tông và sách bị trầy gáy rất khó_chịu,1,0,2,0,1,0,0,0
Sưu_tầm hay nè Sách ok bọc kĩ cất tủ,0,0,0,0,1,0,0,1
giao hàng nhanh chất_lượng tốt bìa sách đẹp,0,0,1,0,1,0,0,0
truyện hay,1,0,0,0,0,0,0,0
Truyện bọc kĩ nguyên_vẹn Chưa nội_dung bên trong nên không biết in_ấn có lỗi gì không,3,0,3,0,0,0,0,0
mặc_dù tập này giảm_giá ít nhưng thật_sự mình không đợi được nữa rồi Và đây em nó về dịch_vụ vận_chuyển và chăm_sóc khách_hàng thì mình cho 4 8 sao Còn về sách và nội_dung sách thì đố các bạn biết_mấy sao con_mẹ nó rồi hay vậy luôn mọi người ơi,1,0,0,0,0,2,1,0
Cực_kì hài_lòng nha Được giảm_giá tận 50 thì ngại gì mà không rước ngay Tuy hàng giảm_giá nhưng chất_lượng không hề giảm_giá miếng nào sờ đã dã mang sách còn đẹp nữa nội_dung thì khỏi nói ai cũng biết hay rồi Rất nên mua nha,1,0,1,0,0,1,0,1
ơi ưng cái bụng lắm Dịch mà giao sách nhanh Khổ đẹp mới_cứng không bong tróc cửa_hàng đóng_gói rất cẩn_thận Trang in rõ nét chất giấy tốt Nói_chung mình duyệt Lưu lại tên cửa_hàng để đặt dài_dài mới được 1 quyển,0,0,1,0,1,0,0,1
ui sách còn nguyên màng bọc không bị móp méo gì giao nhanh thật_sự tập này của hay lắm luôn ý,1,0,1,0,1,0,0,0
Đặt_hàng hôm thứ 7 thứ 3 đã có hàng Anh người giao hàng tốt_tính và hiền Hôm mua đang giảm_giá 55 chỉ quá hời Về nội_dung thì khỏi phải bàn hình_thức là hàng cực_kì chất_lượng được in bằng giấy trơn dày loại giấy dùng in sách_giáo_khoa những năm gần đây vì đây là cuốn mới được tái_bản 2019 khác những cuốn trước in bằng giấy xốp mỏng nhà_xuất_bản Trẻ cũng có thông_báo về việc đổi giấy này trên Nói_chung là quá tốt luôn,1,0,1,3,1,1,0,1
sách đẹp hơn mong_đợi mình mua thì giá chỉ giảm_giá tầm 30 đắn_đo lắm nhưng vẫn mua vì mình đã đọc từ năm giờ cũng hơn 20 năm rồi mình mua bản màu để sau_này bạn nhỏ ở nhà cùng đọc với mình giao hàng nhanh,0,0,1,0,1,3,0,0
Đã mua sưu_tập một cuốn sách quá tuyệt_vời của tuổi_thơ và sẽ lưu_giữ cho thế_hệ sau 1 trải_nghiệm qua mình hoạ tuyệt_vời,0,0,1,0,0,0,0,1
Sách đẹp mướt sang xịn mịn cầm_chắc tay Xinh lắm nhưng hơi nặng ví chờ mãi giảm_giá mạnh mới dám mua,0,0,1,0,0,2,0,0
Sách mới như hình được bao_bọc cẩn_thận giao hàng nhanh và hỗ_trợ giao hàng tốt giá_cả hợp_lý Sách có nội_dung hay và hấp_dẫn trình_bày đẹp Rất hài_lòng,1,0,1,0,1,1,0,1
sách đẹp giao hàng nhanh hơn dự_kiến có chèn xốp bảo_vệ sách,0,0,1,0,1,0,0,0
Giao nhanh Đóng_gói cẩn_thận Bên cửa_hàng thì rất thân_thiện Sách đẹp không bị cong Nhưng_mà tờ giấy hơi mỏng nên nhìn thấy trang sau luôn Nội_dung thì khỏi phải bàn Nên mua nha,1,0,2,0,1,0,1,1
Đóng_gói cẩn_thận giao hàng nhanh_chóng về nội_dung chưa đọc nên chưa đánh_giá được mình có chụp mục_lục để mọi người mua sau xem tham_khảo mình cũng có xem trên thấy mọi người khen cách kể của cuốn này hay Cảm_ơn về sản_phẩm này,3,1,0,0,1,0,0,1
Mặc_dù thích bìa cuốn Thần_thoại Bắc_Âu nhà Kim hơn nhưng cuối_cùng mình chọn mua cuốn của Nhã_Nam vì có giao nội_thành hà_nội mà mình thì đang cần gấp Hình_thức sách chỉn_chu còn nguyên niêm_phong nội_dung thì mình không đề_cập nhiều vì còn dựa vào cảm_nhận của mỗi người giao hàng nhanh đúng hẹn người giao hàng thân_thiện chuyên_nghiệp 5 sao nha,3,0,1,0,1,0,0,1
Đầu_tiên phải khen bìa quyển này Nhã_Nam làm_đẹp lắm đẹp hơn ảnh mình chụp nhiều với các chi_tiết được in nổi Một vấn_đề nhỏ thì đây là bìa nhám mặc_dù mình thích bìa này hơn bìa bóng bọc ni lon cực_kì dễ bám vân tay và dễ xước Vì_thế bạn nào mua thì nhớ bọc Giấy sách hơi mỏng nên mặt sau có hơi lấm_tấm lên mặt trước Về nội_dung thì mình mới đọc lời dẫn truyện do tác_giả viết nhưng đã thấy cực_kì cuốn_hút Mình chỉ biết thần_thoại Bắc_Âu qua trò_chơi nên rất mong_chờ các câu_chuyện qua lời kể của một nhà_văn,1,0,2,1,0,0,0,0
Sách nhỏ gọn bìa đẹp giấy đẹp in_ấn đẹp,0,0,1,0,0,0,0,0
Đang cần động_lực lên kế_hoạch giảm cân Mua giá dọn kho quá tốt luôn giao hàng nhanh hơn dự_kiến 2 ngày Tuy_nhiên mua giao hàng từ sài_gòn hà_nội mà dự tận 6 ngày cũng căng đấy Cần quản_trị tốt hơn,0,0,0,0,1,1,2,0
Rất thích tác_phẩm này nên mua ủng_hộ Nhã_Nam ngay Mong sẽ có sớm đầy_đủ toàn_bộ tác_phẩm Về phần dịch vì phải dịch cho người đọc nên phải dịch hết các thuật_ngữ có trong truyện là điều dễ hiểu 1 số bạn đã đọc bản dịch trước hay chơi xem phim và lên_tiếng chê_bai theo mình là không hợp_lý,0,0,0,1,0,0,0,0
Cốt_truyện hay hấp_dẫn và lôi_cuốn,1,0,0,0,0,0,0,0
Xem phim xong mới đọc sách nhưng phải nói là sách hay hơn hẳn luôn Rất hài_hước và vô_cùng hấp_dẫn 100 đề_xuất,1,0,0,0,0,0,0,1
Giết con chim nhại là một tiểu_thuyết viết về trẻ_con nhưng không độc_giả nào nghĩ mình đang đọc sách thiếu_nhi vì những vấn_đề nó đặt ra là quá lớn ngoài khả_năng giải_quyết của cá_nhân Nhưng tất_yếu mỗi người phải góp_phần vào_cuộc chiến chống bất_công và thành_kiến này như nói cho_dù chúng_ta đã bị đánh_bại một trăm_năm trước khi chúng_ta bắt_đầu thì đó cũng đâu phải là lý_do khiến chúng_ta không cố thắng khi ông quyết_tâm bào_chữa cho Tom dù biết chắc là mình sẽ thua kiện Cảm_ơn nhiều lắm,0,0,0,0,0,0,0,1
Quá xứng tầm một trong những tiểu_thuyết hay nhất Nước Mỹ mới chỉ 100 năm trước thôi mà cũng vẫn còn đầy những định_kiến và khác_biệt So với cuốn cùng thời mà như hai thế_giới khác nhau những người nông_dân ở một thị_trấn nhỏ so với giới tài_phiệt ở các trung_tâm kinh_tài Nhiều bài_học về cách giáo_dục trẻ_con trong tiểu_thuyết này,1,0,0,0,0,0,0,1
Rất thích cách nuôi dạy 2 đứa trẻ của ông bố gà_trống_nuôi_con này nhất_là đối_với cô con gái nhỏ thông_minh bướng_bỉnh Vừa rất tình_cảm vừa rất nghiêm_khắc vừa làm tấm gương nhân_hậu dũng_cảm cho các con Những chi_tiết hài_hước tinh_nghịch của bọn trẻ được tác_giả miêu_tả sống_động đáng yêu,1,0,0,0,0,0,0,0
Bản màu đẹp bao_bì đóng_gói cẩn_thận rất tốt ơi,0,0,1,0,1,0,0,1
Đã nhận được sách Trưa đặt_hàng chiều đã nhận được dù vẫn trong mấy ngày Tết Cám_ơn rất nhiều,0,0,0,0,1,0,0,1
sách đẹp,0,0,1,0,0,0,0,0
giao hàng đúng thời_gian giói cẩn_thận,0,0,0,0,1,0,0,0
tốt,0,0,0,0,0,0,0,1
giao hàng và hỗ_trợ tốt Đơn này mình không biết tè hồ_chí_minh nhưng mình cần giao gấp nhờ hỗ_trợ đã nhận được hàng đúng thời_gian,0,0,0,0,1,0,1,0
Hình_vẽ siêu đẹp quá là mê Cảm_giác cầm quyển sách trên tay thích lắm luôn,0,0,1,0,0,0,0,1
sách đẹp nội_dung thì không cần bàn rồi,1,0,1,0,0,0,0,0
Giao hàng đúng hẹn sách mới đẹp,0,0,1,0,1,0,0,0
